Store_ID,Month,Product_ID,total_revenue,revenue_percentage,total_units_sold,avg_selling_price,avg_inventory_level,cumulative_percent,abc_class
S004,2023-12,P0066,221668.5918828011,4.44,4047,54.77,195.55,18.04,A
S004,2023-12,P0178,217512.35815696715,4.35,4182,52.01,188.19,22.39,A
S004,2023-12,P0069,209080.65517063142,4.19,4125,50.69,189.84,26.58,A
S004,2023-12,P0057,207467.8092224121,4.15,4158,49.9,181.00,30.73,A
S004,2023-12,P0016,201212.93816671375,4.03,3947,50.98,174.16,34.76,A
S004,2023-12,P0061,200199.92143039702,4.01,4068,49.21,189.61,38.77,A
S004,2023-12,P0187,200148.03594603538,4.01,3981,50.28,169.61,42.77,A
S004,2023-12,P0083,167324.8002925873,3.35,2937,56.97,141.90,46.12,A
S004,2023-12,P0133,164653.64660215378,3.3,3628,45.38,164.19,49.42,A
S004,2023-12,P0079,158207.90055384632,3.17,2970,53.27,133.68,52.59,A
S004,2023-12,P0159,154863.92507271765,3.1,2907,53.27,139.29,55.69,A
S004,2023-12,P0175,154205.49080395696,3.09,2990,51.57,149.65,58.77,A
S004,2023-12,P0116,154008.253498745,3.08,3368,45.73,155.19,61.86,A
S004,2023-12,P0166,153117.8749243736,3.07,2916,52.51,146.06,64.92,A
S004,2023-12,P0068,150792.6483922005,3.02,2976,50.67,142.87,67.94,A
S004,2023-12,P0067,146858.69051609043,2.94,2909,50.48,147.45,70.88,A
S004,2023-12,P0031,145033.05409622192,2.9,2744,52.85,132.90,73.78,A
S004,2023-12,P0096,143786.6736228943,2.88,3029,47.47,150.71,76.66,A
S004,2023-12,P0153,141627.7021274567,2.84,2694,52.57,132.81,79.5,A
S004,2023-12,P0171,136379.58899250033,2.73,2529,53.93,136.48,82.23,B
S004,2023-12,P0129,134700.44725856782,2.7,2734,49.27,136.94,84.92,B
S004,2023-12,P0085,131711.5943950653,2.64,2561,51.43,126.32,87.56,B
S004,2023-12,P0149,130436.2333176613,2.61,2753,47.38,136.68,90.17,B
S004,2023-12,P0094,126646.73856568335,2.54,2797,45.28,151.16,92.71,B
S004,2023-12,P0070,123447.70192680357,2.47,2591,47.64,127.00,95.18,C
S004,2023-12,P0017,121689.39772849082,2.44,2928,41.56,142.81,97.61,C
S004,2023-12,P0183,119191.13461027146,2.39,2596,45.91,137.84,100,C
S005,2022-01,P0125,256922.0890929222,5.01,4212,61,199.55,5.01,A
S005,2022-01,P0126,241372.2960364342,4.71,4114,58.67,179.16,9.72,A
S005,2022-01,P0046,236264.27560548784,4.61,3983,59.32,177.58,14.32,A
S005,2022-01,P0133,228439.73463964462,4.45,3849,59.35,177.23,18.78,A
S005,2022-01,P0057,223217.38241291043,4.35,3697,60.38,168.55,23.13,A
S005,2022-01,P0061,217990.77713537216,4.25,4234,51.49,182.29,27.38,A
S005,2022-01,P0178,217612.3054240227,4.24,4332,50.23,200.58,31.63,A
S005,2022-01,P0069,203424.18450908666,3.97,3788,53.7,164.81,35.59,A
S005,2022-01,P0187,189928.5026456833,3.7,4089,46.45,173.74,39.3,A
S005,2022-01,P0017,186359.08028717042,3.63,3204,58.16,145.55,42.93,A
S005,2022-01,P0066,179876.41980752946,3.51,4022,44.72,177.39,46.44,A
S005,2022-01,P0016,177084.2553847313,3.45,3604,49.14,165.81,49.89,A
S005,2022-01,P0094,170963.19057054515,3.33,3147,54.33,147.10,53.22,A
S005,2022-01,P0085,170798.4065999985,3.33,2846,60.01,133.39,56.55,A
S005,2022-01,P0083,165789.9619873047,3.23,2749,60.31,142.48,59.79,A
S005,2022-01,P0171,165365.24262685774,3.22,2952,56.02,149.84,63.01,A
S005,2022-01,P0129,155247.55074748994,3.03,3189,48.68,156.77,66.04,A
S005,2022-01,P0149,151239.84933662417,2.95,2900,52.15,141.29,68.99,A
S005,2022-01,P0067,147253.04642610552,2.87,2689,54.76,133.00,71.86,A
S005,2022-01,P0116,145524.26238689423,2.84,2914,49.94,138.90,74.7,A
S005,2022-01,P0070,140806.65926809312,2.75,2492,56.5,130.74,77.44,A
S005,2022-01,P0096,140163.6101073265,2.73,2740,51.15,144.06,80.18,B
S005,2022-01,P0068,140123.28686676023,2.73,2557,54.8,132.74,82.91,B
S005,2022-01,P0079,139949.9839067459,2.73,2690,52.03,136.87,85.64,B
S005,2022-01,P0183,139347.34702515602,2.72,2860,48.72,137.87,88.36,B
S005,2022-01,P0175,130506.0451795578,2.54,2641,49.42,120.16,90.9,B
S005,2022-01,P0153,129020.69756069183,2.52,3155,40.89,153.55,93.42,B
S005,2022-01,P0159,122921.6437113762,2.4,2575,47.74,142.84,95.81,C
S005,2022-01,P0031,109615.5683186531,2.14,2496,43.92,132.16,97.95,C
S005,2022-01,P0166,105118.94443197253,2.05,2730,38.51,131.68,100,C
S005,2022-02,P0061,232386.8152440548,5.22,3584,64.84,180.54,5.22,A
S005,2022-02,P0125,204911.1369810104,4.6,3398,60.3,165.11,9.82,A
S005,2022-02,P0187,194849.6088388443,4.38,3710,52.52,174.57,14.2,A
S005,2022-02,P0069,183368.78851776125,4.12,3559,51.52,169.00,18.32,A
S005,2022-02,P0133,176024.3124958992,3.95,3462,50.84,168.43,22.28,A
S005,2022-02,P0178,165751.8620248795,3.72,3711,44.67,178.93,26,A
S005,2022-02,P0096,163504.05584201813,3.67,2691,60.76,148.86,29.67,A
S005,2022-02,P0149,163493.07930927273,3.67,2915,56.09,158.32,33.34,A
S005,2022-02,P0066,160671.7892576218,3.61,3502,45.88,177.25,36.95,A
S005,2022-02,P0083,160354.5898209572,3.6,2724,58.87,145.57,40.56,A
S005,2022-02,P0126,157828.39927692412,3.55,3560,44.33,183.00,44.1,A
S005,2022-02,P0016,153656.81619520186,3.45,3639,42.23,174.68,47.55,A
S005,2022-02,P0079,150136.82424411774,3.37,2614,57.44,146.82,50.93,A
S005,2022-02,P0057,150077.50016822814,3.37,3635,41.29,175.54,54.3,A
S005,2022-02,P0017,139596.16462383268,3.14,2402,58.12,133.00,57.43,A
S005,2022-02,P0183,136931.77704811096,3.08,2377,57.61,135.46,60.51,A
S005,2022-02,P0166,136839.7386013031,3.07,2455,55.74,117.68,63.58,A
S005,2022-02,P0046,131582.71630039217,2.96,2954,44.54,150.14,66.54,A
S005,2022-02,P0159,129826.00353403093,2.92,2365,54.89,128.04,69.46,A
S005,2022-02,P0175,129775.39432630541,2.92,2411,53.83,130.32,72.37,A
S005,2022-02,P0067,128337.13362412453,2.88,2730,47.01,145.79,75.26,A
S005,2022-02,P0129,127473.74013528824,2.86,2538,50.23,140.64,78.12,A
S005,2022-02,P0031,126363.66907138824,2.84,2644,47.79,143.93,80.96,B
S005,2022-02,P0153,124969.0874991417,2.81,2320,53.87,134.79,83.77,B
S005,2022-02,P0070,123626.99331669808,2.78,2281,54.2,136.07,86.54,B
S005,2022-02,P0068,122556.61175403596,2.75,2468,49.66,131.75,89.3,B
S005,2022-02,P0085,121184.13272714615,2.72,2659,45.58,143.57,92.02,B
S005,2022-02,P0171,119944.13264188766,2.69,2502,47.94,129.57,94.71,B
S005,2022-02,P0116,119609.12998085022,2.69,2568,46.58,137.11,97.4,C
S005,2022-02,P0094,115716.67066965102,2.6,2650,43.67,149.25,100,C
S005,2022-03,P0178,170779.65503416062,4,3166,53.94,147.61,4,A
S005,2022-03,P0057,166691.479526329,3.91,3208,51.96,154.13,7.91,A
S005,2022-03,P0125,161894.54220094683,3.79,3136,51.62,149.61,11.7,A
S005,2022-03,P0079,160277.75377402306,3.76,3083,51.99,144.06,15.46,A
S005,2022-03,P0085,158950.4439679146,3.73,2790,56.97,142.45,19.19,A
S005,2022-03,P0046,156741.67630138397,3.67,2892,54.2,141.94,22.86,A
S005,2022-03,P0094,154997.61025304793,3.63,2858,54.23,139.48,26.49,A
S005,2022-03,P0166,149085.30485954284,3.49,3056,48.78,144.19,29.99,A
S005,2022-03,P0187,147071.7226746559,3.45,2952,49.82,151.26,33.44,A
S005,2022-03,P0067,146218.90408420563,3.43,2962,49.36,143.55,36.86,A
S005,2022-03,P0153,146089.90419731138,3.42,2730,53.51,137.06,40.29,A
S005,2022-03,P0149,144472.14964532852,3.39,2682,53.87,132.55,43.67,A
S005,2022-03,P0017,143457.9598192215,3.36,2995,47.9,141.13,47.04,A
S005,2022-03,P0031,142771.51992464066,3.35,2711,52.66,123.65,50.38,A
S005,2022-03,P0016,140529.92146406174,3.29,2904,48.39,144.71,53.68,A
S005,2022-03,P0126,140130.7961194515,3.28,2762,50.74,144.00,56.96,A
S005,2022-03,P0061,140066.277809906,3.28,2970,47.16,143.58,60.24,A
S005,2022-03,P0070,139937.39383296968,3.28,2550,54.88,131.19,63.52,A
S005,2022-03,P0068,139065.45569238663,3.26,2769,50.22,136.48,66.78,A
S005,2022-03,P0129,136482.96627206798,3.2,3091,44.15,136.00,69.98,A
S005,2022-03,P0133,136307.3320418358,3.19,2764,49.32,136.42,73.18,A
S005,2022-03,P0171,135250.47113604544,3.17,2594,52.14,131.94,76.35,A
S005,2022-03,P0083,134980.43398237228,3.16,3181,42.43,152.35,79.51,A
S005,2022-03,P0069,133881.59634532928,3.14,2635,50.81,123.87,82.65,B
S005,2022-03,P0175,133382.41960277557,3.13,2746,48.57,132.00,85.78,B
S005,2022-03,P0096,131824.53979649543,3.09,2928,45.02,141.35,88.87,B
S005,2022-03,P0159,130265.19214553831,3.05,2540,51.29,125.77,91.92,B
S005,2022-03,P0183,124474.32826766967,2.92,2852,43.64,124.10,94.84,B
S005,2022-03,P0066,116618.75763335229,2.73,2621,44.49,133.97,97.57,C
S005,2022-03,P0116,103607.7150276184,2.43,2632,39.36,125.90,100,C
S005,2022-04,P0057,169349.63744144439,4.06,2977,56.89,139.93,4.06,A
S005,2022-04,P0094,163488.1537018776,3.92,2820,57.97,141.13,7.98,A
S005,2022-04,P0061,155330.52472343447,3.73,2766,56.16,133.20,11.71,A
S005,2022-04,P0017,154690.09779334068,3.71,2919,52.99,143.60,15.42,A
S005,2022-04,P0175,154259.17505550385,3.7,2924,52.76,151.30,19.12,A
S005,2022-04,P0066,151339.67825012206,3.63,2944,51.41,140.47,22.75,A
S005,2022-04,P0153,149840.7184860706,3.59,2765,54.19,139.23,26.35,A
S005,2022-04,P0083,149319.4446131706,3.58,2910,51.31,144.60,29.93,A
S005,2022-04,P0183,148220.8200867653,3.56,2678,55.35,136.43,33.49,A
S005,2022-04,P0046,146791.86025366784,3.52,2564,57.25,130.83,37.01,A
S005,2022-04,P0079,146542.03564014434,3.52,2806,52.22,140.03,40.52,A
S005,2022-04,P0116,144727.24354228974,3.47,2750,52.63,141.30,43.99,A
S005,2022-04,P0070,144225.94794006346,3.46,2513,57.39,132.13,47.45,A
S005,2022-04,P0129,141923.68271074296,3.4,2702,52.53,136.87,50.86,A
S005,2022-04,P0125,141123.4498167038,3.39,2681,52.64,139.43,54.24,A
S005,2022-04,P0069,141020.73492183685,3.38,3088,45.67,161.00,57.63,A
S005,2022-04,P0067,140275.68614873887,3.37,2979,47.09,137.93,60.99,A
S005,2022-04,P0031,139517.49472990033,3.35,2615,53.35,132.40,64.34,A
S005,2022-04,P0096,139284.66571302412,3.34,2481,56.14,131.80,67.68,A
S005,2022-04,P0133,133410.94438114166,3.2,2723,48.99,134.77,70.88,A
S005,2022-04,P0166,131746.03856296538,3.16,2604,50.59,143.37,74.04,A
S005,2022-04,P0126,129624.39928016665,3.11,2640,49.1,134.07,77.15,A
S005,2022-04,P0159,129171.93609428404,3.1,2490,51.88,124.10,80.25,B
S005,2022-04,P0149,126644.06437101366,3.04,2575,49.18,146.40,83.29,B
S005,2022-04,P0016,123379.091461277,2.96,2687,45.92,140.97,86.25,B
S005,2022-04,P0187,120812.7238887787,2.9,2673,45.2,134.33,89.15,B
S005,2022-04,P0178,115466.68842563631,2.77,2333,49.49,126.33,91.92,B
S005,2022-04,P0085,114558.0789885521,2.75,2505,45.73,133.30,94.67,B
S005,2022-04,P0171,113277.76893877985,2.72,2358,48.04,130.10,97.38,C
S005,2022-04,P0068,109099.80262317658,2.62,2368,46.07,128.23,100,C
S005,2022-05,P0166,187471.21159629824,4.19,3617,51.83,167.45,4.19,A
S005,2022-05,P0079,176777.56398124693,3.95,2807,62.98,139.03,8.14,A
S005,2022-05,P0066,169328.00740375518,3.79,2825,59.94,140.90,11.93,A
S005,2022-05,P0153,167337.9821087837,3.74,2964,56.46,148.03,15.67,A
S005,2022-05,P0017,162846.026175642,3.64,2991,54.45,131.61,19.31,A
S005,2022-05,P0149,162529.44009847636,3.63,2944,55.21,140.71,22.94,A
S005,2022-05,P0067,162208.6897275925,3.63,2947,55.04,147.35,26.57,A
S005,2022-05,P0094,161947.51543750768,3.62,3349,48.36,158.35,30.19,A
S005,2022-05,P0069,157011.58088130952,3.51,3042,51.61,149.13,33.7,A
S005,2022-05,P0159,156172.89184684752,3.49,2808,55.62,143.26,37.19,A
S005,2022-05,P0178,154818.08375644687,3.46,2942,52.62,133.48,40.65,A
S005,2022-05,P0116,154537.86206188204,3.45,2700,57.24,130.52,44.1,A
S005,2022-05,P0083,152858.3893424988,3.42,2690,56.82,133.84,47.52,A
S005,2022-05,P0187,152625.30799789427,3.41,3024,50.47,143.90,50.93,A
S005,2022-05,P0129,151708.20366020204,3.39,3005,50.49,152.74,54.32,A
S005,2022-05,P0016,151409.04956445697,3.38,2767,54.72,149.39,57.71,A
S005,2022-05,P0046,149418.62556352618,3.34,2899,51.54,138.77,61.05,A
S005,2022-05,P0126,145562.69565215113,3.25,3052,47.69,151.19,64.3,A
S005,2022-05,P0125,144940.83030605316,3.24,2727,53.15,136.97,67.54,A
S005,2022-05,P0057,143125.82076835638,3.2,2747,52.1,142.45,70.74,A
S005,2022-05,P0070,141191.38323869708,3.16,2864,49.3,149.52,73.9,A
S005,2022-05,P0183,139547.15523757934,3.12,2954,47.24,143.00,77.01,A
S005,2022-05,P0171,136912.6418431282,3.06,2612,52.42,123.71,80.08,B
S005,2022-05,P0133,136515.53741049767,3.05,3048,44.79,157.71,83.13,B
S005,2022-05,P0175,135700.08746013642,3.03,2948,46.03,151.19,86.16,B
S005,2022-05,P0061,135598.513724947,3.03,2861,47.4,148.81,89.19,B
S005,2022-05,P0031,133504.23949337006,2.98,2849,46.86,132.16,92.18,B
S005,2022-05,P0085,121710.17552728654,2.72,2633,46.22,140.35,94.9,B
S005,2022-05,P0096,116330.46906809807,2.6,2547,45.67,126.19,97.5,C
S005,2022-05,P0068,112005.08813467027,2.5,2234,50.14,124.00,100,C
S005,2022-06,P0166,190531.82780361176,4.47,3463,55.02,161.00,4.47,A
S005,2022-06,P0067,165722.27068786623,3.89,2963,55.93,145.03,8.36,A
S005,2022-06,P0159,164318.6122186661,3.85,2748,59.8,137.70,12.21,A
S005,2022-06,P0153,158404.49574050904,3.72,2891,54.79,139.33,15.92,A
S005,2022-06,P0061,156745.51774644852,3.68,2916,53.75,152.03,19.6,A
S005,2022-06,P0057,154342.86374711993,3.62,2778,55.56,152.33,23.22,A
S005,2022-06,P0016,153956.99667086598,3.61,2699,57.04,143.17,26.83,A
S005,2022-06,P0126,152473.2770515442,3.58,2625,58.09,133.67,30.41,A
S005,2022-06,P0046,149363.16931514742,3.5,2642,56.53,140.67,33.91,A
S005,2022-06,P0116,149044.08087282183,3.5,2818,52.89,146.67,37.41,A
S005,2022-06,P0094,148894.29840803146,3.49,3382,44.03,160.20,40.9,A
S005,2022-06,P0178,147786.25715446472,3.47,3166,46.68,151.20,44.37,A
S005,2022-06,P0096,147718.07764353752,3.46,2925,50.5,144.93,47.83,A
S005,2022-06,P0079,146451.41846117974,3.43,2852,51.35,156.60,51.26,A
S005,2022-06,P0149,144214.05238933564,3.38,2706,53.29,139.53,54.65,A
S005,2022-06,P0171,142949.26177606586,3.35,2583,55.34,137.73,58,A
S005,2022-06,P0133,141360.86624855996,3.32,2722,51.93,145.80,61.32,A
S005,2022-06,P0069,140548.75501980778,3.3,2837,49.54,132.87,64.61,A
S005,2022-06,P0066,137022.887465477,3.21,2543,53.88,135.53,67.83,A
S005,2022-06,P0125,136177.84873657225,3.19,2525,53.93,133.27,71.02,A
S005,2022-06,P0068,135110.7051999092,3.17,2583,52.31,137.67,74.19,A
S005,2022-06,P0083,130267.48706550601,3.06,2579,50.51,144.30,77.24,A
S005,2022-06,P0175,130132.08680372238,3.05,2807,46.36,142.97,80.3,B
S005,2022-06,P0129,128269.74250173569,3.01,2755,46.56,142.80,83.3,B
S005,2022-06,P0085,123910.99977760314,2.91,2746,45.12,136.40,86.21,B
S005,2022-06,P0070,122560.08322811127,2.87,2601,47.12,136.40,89.09,B
S005,2022-06,P0183,120470.9937423706,2.83,2563,47,129.20,91.91,B
S005,2022-06,P0187,120367.78648452759,2.82,2785,43.22,140.63,94.73,B
S005,2022-06,P0031,117780.34310035704,2.76,2670,44.11,138.37,97.5,C
S005,2022-06,P0017,106740.77043018342,2.5,2560,41.7,125.27,100,C
S005,2022-07,P0126,177944.82204589847,4.11,2851,62.41,147.55,4.11,A
S005,2022-07,P0166,177236.6025485993,4.1,3459,51.24,167.06,8.21,A
S005,2022-07,P0133,169021.52651329042,3.91,2717,62.21,134.19,12.12,A
S005,2022-07,P0070,161862.15494470595,3.74,3058,52.93,146.23,15.86,A
S005,2022-07,P0046,161853.19467740058,3.74,3200,50.58,147.74,19.6,A
S005,2022-07,P0178,161836.12345304491,3.74,2971,54.47,138.81,23.34,A
S005,2022-07,P0066,161128.6331111908,3.73,2774,58.09,136.77,27.07,A
S005,2022-07,P0067,152542.5529729843,3.53,3035,50.26,152.65,30.6,A
S005,2022-07,P0159,152514.14743232724,3.53,2692,56.65,135.45,34.12,A
S005,2022-07,P0096,151754.76748542784,3.51,2734,55.51,144.68,37.63,A
S005,2022-07,P0068,149769.51304969785,3.46,2709,55.29,138.48,41.09,A
S005,2022-07,P0094,149196.8484810829,3.45,3712,40.19,169.39,44.54,A
S005,2022-07,P0069,149139.68478565215,3.45,2842,52.48,145.68,47.99,A
S005,2022-07,P0187,147597.318567276,3.41,2945,50.12,149.58,51.4,A
S005,2022-07,P0061,147433.40869426727,3.41,2951,49.96,144.00,54.81,A
S005,2022-07,P0083,146355.49826745986,3.38,2661,55,134.48,58.19,A
S005,2022-07,P0149,142062.01455335616,3.28,2731,52.02,136.90,61.48,A
S005,2022-07,P0129,138994.84367580415,3.21,2765,50.27,129.45,64.69,A
S005,2022-07,P0125,136543.80999679567,3.16,2708,50.42,136.68,67.85,A
S005,2022-07,P0016,136246.99901056293,3.15,2953,46.14,147.35,71,A
S005,2022-07,P0017,135662.21209440232,3.14,3045,44.55,152.23,74.13,A
S005,2022-07,P0057,134023.31213526725,3.1,2645,50.67,133.87,77.23,A
S005,2022-07,P0116,133261.5441806793,3.08,2596,51.33,121.03,80.31,B
S005,2022-07,P0183,133146.59183111193,3.08,2712,49.1,142.77,83.39,B
S005,2022-07,P0153,130581.05260801315,3.02,2805,46.55,133.19,86.41,B
S005,2022-07,P0031,129425.60913829801,2.99,2398,53.97,132.32,89.4,B
S005,2022-07,P0171,124232.3861629486,2.87,2418,51.38,129.77,92.27,B
S005,2022-07,P0085,123013.317720747,2.84,2643,46.54,137.74,95.12,C
S005,2022-07,P0175,108459.19377069472,2.51,2462,44.05,128.84,97.63,C
S005,2022-07,P0079,102725.42382245063,2.37,2486,41.32,139.90,100,C
S005,2022-08,P0125,182117.73931846622,4.44,2992,60.87,146.19,4.44,A
S005,2022-08,P0046,165300.07392911913,4.03,3145,52.56,152.84,8.47,A
S005,2022-08,P0129,162465.89844799042,3.96,2892,56.18,145.03,12.44,A
S005,2022-08,P0016,159020.21099004746,3.88,2714,58.59,144.81,16.32,A
S005,2022-08,P0096,158867.79850287436,3.87,2887,55.03,150.03,20.19,A
S005,2022-08,P0094,158648.58356199265,3.87,3149,50.38,154.26,24.06,A
S005,2022-08,P0116,154990.60690288543,3.78,3147,49.25,148.77,27.84,A
S005,2022-08,P0153,154196.79223055838,3.76,2941,52.43,132.06,31.6,A
S005,2022-08,P0061,150787.6412218094,3.68,2980,50.6,149.45,35.28,A
S005,2022-08,P0057,148667.98045310978,3.63,3099,47.97,153.00,38.91,A
S005,2022-08,P0175,146042.1975187302,3.56,2811,51.95,151.84,42.47,A
S005,2022-08,P0166,145465.35860414503,3.55,2859,50.88,138.77,46.02,A
S005,2022-08,P0070,144501.15095996857,3.52,2767,52.22,141.48,49.54,A
S005,2022-08,P0067,140216.68976078037,3.42,2692,52.09,132.71,52.96,A
S005,2022-08,P0171,140058.84191727638,3.42,2533,55.29,141.32,56.38,A
S005,2022-08,P0187,138311.61078052522,3.37,2893,47.81,138.32,59.75,A
S005,2022-08,P0066,132773.85224084853,3.24,3090,42.97,147.94,62.99,A
S005,2022-08,P0069,129596.1147187233,3.16,2808,46.15,135.19,66.15,A
S005,2022-08,P0126,129212.1974032402,3.15,2704,47.79,140.13,69.3,A
S005,2022-08,P0133,126185.52682352069,3.08,2803,45.02,143.74,72.38,A
S005,2022-08,P0068,121901.8030831337,2.97,2542,47.96,128.39,75.35,A
S005,2022-08,P0178,119064.95577139857,2.9,2782,42.8,137.97,78.26,A
S005,2022-08,P0031,117916.75714321138,2.88,2501,47.15,135.26,81.13,B
S005,2022-08,P0183,115065.85703964233,2.81,2550,45.12,132.32,83.94,B
S005,2022-08,P0083,114585.3750041008,2.79,2578,44.45,130.16,86.73,B
S005,2022-08,P0079,114118.85448303222,2.78,2789,40.92,131.16,89.52,B
S005,2022-08,P0149,113284.65764751435,2.76,2654,42.68,132.06,92.28,B
S005,2022-08,P0159,108687.23957767487,2.65,2319,46.87,123.00,94.93,B
S005,2022-08,P0017,106717.07657022474,2.6,2634,40.52,133.55,97.53,C
S005,2022-08,P0085,101116.08257966043,2.47,2291,44.14,114.45,100,C
S005,2022-09,P0096,178105.95311355594,4.19,2909,61.23,153.10,4.19,A
S005,2022-09,P0149,167933.4474012375,3.95,3137,53.53,153.73,8.14,A
S005,2022-09,P0069,163675.77381076812,3.85,2920,56.05,153.37,11.99,A
S005,2022-09,P0070,158351.20737247463,3.72,2770,57.17,141.90,15.71,A
S005,2022-09,P0067,154266.39622173313,3.63,2962,52.08,148.67,19.34,A
S005,2022-09,P0153,153767.81286163328,3.62,3092,49.73,148.07,22.95,A
S005,2022-09,P0017,150698.25591316223,3.54,2823,53.38,152.60,26.5,A
S005,2022-09,P0083,148455.7284335613,3.49,2630,56.45,135.03,29.99,A
S005,2022-09,P0166,145647.02585725786,3.42,2739,53.18,136.50,33.41,A
S005,2022-09,P0183,144799.0011258125,3.4,3025,47.87,146.87,36.82,A
S005,2022-09,P0125,143864.7037479401,3.38,2605,55.23,135.73,40.2,A
S005,2022-09,P0061,143597.47447953222,3.38,2636,54.48,136.30,43.58,A
S005,2022-09,P0187,141755.77457828523,3.33,2733,51.87,154.03,46.91,A
S005,2022-09,P0126,141348.79399890895,3.32,2780,50.84,151.53,50.23,A
S005,2022-09,P0031,141329.7700079918,3.32,2973,47.54,150.23,53.56,A
S005,2022-09,P0094,140152.93750834465,3.3,2852,49.14,143.53,56.85,A
S005,2022-09,P0085,140131.20177612305,3.3,2462,56.92,132.97,60.15,A
S005,2022-09,P0057,139280.98898181913,3.28,2664,52.28,134.37,63.42,A
S005,2022-09,P0079,138915.59896240235,3.27,2967,46.82,149.70,66.69,A
S005,2022-09,P0129,138096.67684922216,3.25,3006,45.94,149.60,69.94,A
S005,2022-09,P0066,137048.409526062,3.22,2841,48.24,137.07,73.16,A
S005,2022-09,P0046,136882.0059627533,3.22,2780,49.24,141.10,76.38,A
S005,2022-09,P0159,132844.0893726349,3.12,2785,47.7,146.10,79.5,A
S005,2022-09,P0133,132736.5051056862,3.12,2776,47.82,148.30,82.62,B
S005,2022-09,P0178,130821.99694786075,3.08,2878,45.46,139.00,85.7,B
S005,2022-09,P0175,130121.7586880207,3.06,2719,47.86,140.40,88.76,B
S005,2022-09,P0016,125781.37664041521,2.96,2646,47.54,131.10,91.72,B
S005,2022-09,P0116,121346.72018270493,2.85,2713,44.73,139.30,94.57,B
S005,2022-09,P0171,121088.10023403168,2.85,2592,46.72,141.30,97.42,C
S005,2022-09,P0068,109811.01704711912,2.58,2623,41.86,146.13,100,C
S005,2022-10,P0126,177942.28687973018,4.24,2943,60.46,138.00,4.24,A
S005,2022-10,P0133,162121.62610764508,3.87,3048,53.19,153.48,8.11,A
S005,2022-10,P0129,158656.96963205337,3.78,2978,53.28,151.48,11.89,A
S005,2022-10,P0016,155513.63921766283,3.71,2809,55.36,142.55,15.6,A
S005,2022-10,P0094,150069.08553509714,3.58,3026,49.59,146.10,19.18,A
S005,2022-10,P0085,149530.02686719893,3.57,2680,55.79,130.94,22.75,A
S005,2022-10,P0061,149385.82830104828,3.56,3109,48.05,153.81,26.31,A
S005,2022-10,P0031,149006.98264656067,3.55,2799,53.24,137.81,29.87,A
S005,2022-10,P0067,148728.0064525604,3.55,2932,50.73,152.71,33.41,A
S005,2022-10,P0066,147341.31094026566,3.51,2890,50.98,144.77,36.93,A
S005,2022-10,P0171,147194.90748806004,3.51,2710,54.32,136.03,40.44,A
S005,2022-10,P0178,147025.1955558777,3.51,2818,52.17,137.74,43.94,A
S005,2022-10,P0116,143042.1795492172,3.41,2748,52.05,129.94,47.35,A
S005,2022-10,P0017,142864.0563856602,3.41,2976,48.01,130.77,50.76,A
S005,2022-10,P0159,142058.57568616865,3.39,2741,51.83,130.74,54.15,A
S005,2022-10,P0096,139780.88016166686,3.33,2925,47.79,138.19,57.48,A
S005,2022-10,P0166,139440.3736507416,3.33,2779,50.18,145.52,60.81,A
S005,2022-10,P0079,138800.69173827168,3.31,2794,49.68,133.26,64.12,A
S005,2022-10,P0069,138112.76888122558,3.29,2463,56.08,134.94,67.41,A
S005,2022-10,P0183,137416.8998410225,3.28,2637,52.11,133.48,70.69,A
S005,2022-10,P0187,137002.54846172335,3.27,2814,48.69,136.00,73.96,A
S005,2022-10,P0046,136223.99830398563,3.25,3130,43.52,156.10,77.21,A
S005,2022-10,P0083,135752.2379425049,3.24,2756,49.26,134.58,80.45,B
S005,2022-10,P0125,129264.97676687241,3.08,2755,46.92,132.74,83.53,B
S005,2022-10,P0149,127992.4625947952,3.05,2603,49.17,139.90,86.58,B
S005,2022-10,P0068,126150.80726366045,3.01,2500,50.46,131.55,89.59,B
S005,2022-10,P0153,116746.43197059628,2.78,2664,43.82,142.03,92.37,B
S005,2022-10,P0070,109820.89777135848,2.62,2562,42.87,137.19,94.99,B
S005,2022-10,P0175,106436.69866828919,2.54,2556,41.64,130.48,97.53,C
S005,2022-10,P0057,103513.18815546033,2.47,2744,37.72,141.90,100,C
S005,2022-11,P0126,249478.4206134796,5.18,3873,64.41,186.53,5.18,A
S005,2022-11,P0046,227226.38210573196,4.71,4225,53.78,201.73,9.89,A
S005,2022-11,P0066,221816.13038349152,4.6,3752,59.12,167.93,14.49,A
S005,2022-11,P0125,202320.9149892807,4.2,3856,52.47,185.93,18.69,A
S005,2022-11,P0069,191187.75234470362,3.97,3877,49.31,174.87,22.66,A
S005,2022-11,P0057,187176.74493227003,3.88,4074,45.94,190.87,26.54,A
S005,2022-11,P0178,183011.00600929264,3.8,3627,50.46,170.93,30.34,A
S005,2022-11,P0133,177609.42668972016,3.69,3584,49.56,156.13,34.02,A
S005,2022-11,P0187,177559.295140934,3.68,4089,43.42,175.47,37.71,A
S005,2022-11,P0061,176337.28946423528,3.66,3858,45.71,188.77,41.37,A
S005,2022-11,P0016,175739.030065918,3.65,3902,45.04,174.27,45.01,A
S005,2022-11,P0166,169183.13708777426,3.51,2876,58.83,132.93,48.52,A
S005,2022-11,P0183,153275.90378875728,3.18,2760,55.53,137.73,51.7,A
S005,2022-11,P0171,148544.46678485873,3.08,2758,53.86,148.90,54.79,A
