Date,Product_ID,Store_ID,Inventory_Level,Recommended_Reorder_Threshold,Status
2022-06-19,P0116,S005,133,87.71,"Sufficient Stock"
2022-06-20,P0116,S005,151,91.14,"Sufficient Stock"
2022-06-21,P0116,S005,206,91.43,"Sufficient Stock"
2022-06-22,P0116,S005,166,98.86,"Sufficient Stock"
2022-06-23,P0116,S005,84,100.14,"Reorder Now"
2022-06-24,P0116,S005,186,107.57,"Sufficient Stock"
2022-06-25,P0116,S005,226,116.57,"Sufficient Stock"
2022-06-26,P0116,S005,143,108.00,"Sufficient Stock"
2022-06-27,P0116,S005,205,108.86,"Sufficient Stock"
2022-06-28,P0116,S005,97,100.43,"Reorder Now"
2022-06-29,P0116,S005,129,90.86,"Sufficient Stock"
2022-06-30,P0116,S005,108,92.57,"Sufficient Stock"
2022-07-01,P0116,S005,140,94.29,"Sufficient Stock"
2022-07-02,P0116,S005,119,77.00,"Sufficient Stock"
2022-07-03,P0116,S005,105,77.57,"Sufficient Stock"
2022-07-04,P0116,S005,138,71.14,"Sufficient Stock"
2022-07-05,P0116,S005,133,77.14,"Sufficient Stock"
2022-07-06,P0116,S005,83,74.57,"Sufficient Stock"
2022-07-07,P0116,S005,88,67.71,"Sufficient Stock"
2022-07-08,P0116,S005,98,63.57,"Sufficient Stock"
2022-07-09,P0116,S005,53,62.29,"Reorder Now"
2022-07-10,P0116,S005,148,63.71,"Sufficient Stock"
2022-07-11,P0116,S005,118,64.86,"Sufficient Stock"
2022-07-12,P0116,S005,129,72.00,"Sufficient Stock"
2022-07-13,P0116,S005,86,80.71,"Sufficient Stock"
2022-07-14,P0116,S005,145,92.14,"Sufficient Stock"
2022-07-15,P0116,S005,75,90.71,"Reorder Now"
2022-07-16,P0116,S005,91,96.86,"Reorder Now"
2022-07-17,P0116,S005,139,93.86,"Sufficient Stock"
2022-07-18,P0116,S005,146,97.57,"Sufficient Stock"
2022-07-19,P0116,S005,52,83.00,"Reorder Now"
2022-07-20,P0116,S005,135,78.71,"Sufficient Stock"
2022-07-21,P0116,S005,189,81.86,"Sufficient Stock"
2022-07-22,P0116,S005,139,91.71,"Sufficient Stock"
2022-07-23,P0116,S005,165,92.00,"Sufficient Stock"
2022-07-24,P0116,S005,87,97.57,"Reorder Now"
2022-07-25,P0116,S005,124,95.29,"Sufficient Stock"
2022-07-26,P0116,S005,76,91.00,"Reorder Now"
2022-07-27,P0116,S005,170,97.29,"Sufficient Stock"
2022-07-28,P0116,S005,205,95.71,"Sufficient Stock"
2022-07-29,P0116,S005,67,87.29,"Reorder Now"
2022-07-30,P0116,S005,87,80.57,"Sufficient Stock"
2022-07-31,P0116,S005,222,85.00,"Sufficient Stock"
2022-08-01,P0116,S005,95,78.14,"Sufficient Stock"
2022-08-02,P0116,S005,162,91.43,"Sufficient Stock"
2022-08-03,P0116,S005,192,88.71,"Sufficient Stock"
2022-08-04,P0116,S005,218,89.57,"Sufficient Stock"
2022-08-05,P0116,S005,167,91.57,"Sufficient Stock"
2022-08-06,P0116,S005,166,99.71,"Sufficient Stock"
2022-08-07,P0116,S005,126,92.29,"Sufficient Stock"
2022-08-08,P0116,S005,66,90.29,"Reorder Now"
2022-08-09,P0116,S005,126,84.86,"Sufficient Stock"
2022-08-10,P0116,S005,282,97.00,"Sufficient Stock"
2022-08-11,P0116,S005,139,94.29,"Sufficient Stock"
2022-08-12,P0116,S005,74,92.14,"Reorder Now"
2022-08-13,P0116,S005,95,91.00,"Sufficient Stock"
2022-08-14,P0116,S005,139,99.00,"Sufficient Stock"
2022-08-15,P0116,S005,213,109.43,"Sufficient Stock"
2022-08-16,P0116,S005,118,117.14,"Sufficient Stock"
2022-08-17,P0116,S005,112,104.71,"Sufficient Stock"
2022-08-18,P0116,S005,191,116.14,"Sufficient Stock"
2022-08-19,P0116,S005,103,116.00,"Reorder Now"
2022-08-20,P0116,S005,80,109.00,"Reorder Now"
2022-08-21,P0116,S005,136,102.43,"Sufficient Stock"
2022-08-22,P0116,S005,107,98.14,"Sufficient Stock"
2022-08-23,P0116,S005,132,90.14,"Sufficient Stock"
2022-08-24,P0116,S005,189,95.00,"Sufficient Stock"
2022-08-25,P0116,S005,94,76.14,"Sufficient Stock"
2022-08-26,P0116,S005,170,86.43,"Sufficient Stock"
2022-08-27,P0116,S005,214,101.57,"Sufficient Stock"
2022-08-28,P0116,S005,220,112.14,"Sufficient Stock"
2022-08-29,P0116,S005,211,115.14,"Sufficient Stock"
2022-08-30,P0116,S005,152,118.57,"Sufficient Stock"
2022-08-31,P0116,S005,123,115.86,"Sufficient Stock"
2022-09-01,P0116,S005,155,123.71,"Sufficient Stock"
2022-09-02,P0116,S005,140,115.71,"Sufficient Stock"
2022-09-03,P0116,S005,167,106.86,"Sufficient Stock"
2022-09-04,P0116,S005,129,92.57,"Sufficient Stock"
2022-09-05,P0116,S005,120,88.29,"Sufficient Stock"
2022-09-06,P0116,S005,177,85.29,"Sufficient Stock"
2022-09-07,P0116,S005,119,83.71,"Sufficient Stock"
2022-09-08,P0116,S005,208,85.14,"Sufficient Stock"
2022-09-09,P0116,S005,118,87.43,"Sufficient Stock"
2022-09-10,P0116,S005,166,87.43,"Sufficient Stock"
2022-09-11,P0116,S005,120,90.43,"Sufficient Stock"
2022-09-12,P0116,S005,103,86.29,"Sufficient Stock"
2022-09-13,P0116,S005,52,84.57,"Reorder Now"
2022-09-14,P0116,S005,70,76.57,"Reorder Now"
2022-09-15,P0116,S005,61,65.14,"Reorder Now"
2022-09-16,P0116,S005,135,64.14,"Sufficient Stock"
2022-09-17,P0116,S005,151,62.86,"Sufficient Stock"
2022-09-18,P0116,S005,164,65.57,"Sufficient Stock"
2022-09-19,P0116,S005,148,73.71,"Sufficient Stock"
2022-09-20,P0116,S005,123,81.43,"Sufficient Stock"
2022-09-21,P0116,S005,180,99.00,"Sufficient Stock"
2022-09-22,P0116,S005,122,101.14,"Sufficient Stock"
2022-09-23,P0116,S005,125,100.71,"Sufficient Stock"
2022-09-24,P0116,S005,179,105.57,"Sufficient Stock"
2022-09-25,P0116,S005,165,105.14,"Sufficient Stock"
2022-09-26,P0116,S005,154,108.29,"Sufficient Stock"
2022-09-27,P0116,S005,159,105.14,"Sufficient Stock"
2022-09-28,P0116,S005,224,100.14,"Sufficient Stock"
2022-09-29,P0116,S005,93,103.86,"Reorder Now"
2022-09-30,P0116,S005,152,106.43,"Sufficient Stock"
2022-10-01,P0116,S005,180,105.29,"Sufficient Stock"
2022-10-02,P0116,S005,123,101.71,"Sufficient Stock"
2022-10-03,P0116,S005,81,94.86,"Reorder Now"
2022-10-04,P0116,S005,144,94.00,"Sufficient Stock"
2022-10-05,P0116,S005,173,88.29,"Sufficient Stock"
2022-10-06,P0116,S005,117,88.57,"Sufficient Stock"
2022-10-07,P0116,S005,189,85.14,"Sufficient Stock"
2022-10-08,P0116,S005,92,82.57,"Sufficient Stock"
2022-10-09,P0116,S005,172,88.86,"Sufficient Stock"
2022-10-10,P0116,S005,168,93.29,"Sufficient Stock"
2022-10-11,P0116,S005,110,98.29,"Sufficient Stock"
2022-10-12,P0116,S005,41,89.86,"Reorder Now"
2022-10-13,P0116,S005,75,88.71,"Reorder Now"
2022-10-14,P0116,S005,159,91.00,"Sufficient Stock"
2022-10-15,P0116,S005,120,93.00,"Sufficient Stock"
2022-10-16,P0116,S005,139,85.00,"Sufficient Stock"
2022-10-17,P0116,S005,115,83.71,"Sufficient Stock"
2022-10-18,P0116,S005,88,73.14,"Sufficient Stock"
2022-10-19,P0116,S005,139,83.57,"Sufficient Stock"
2022-10-20,P0116,S005,154,81.29,"Sufficient Stock"
2022-10-21,P0116,S005,162,86.29,"Sufficient Stock"
2022-10-22,P0116,S005,184,92.57,"Sufficient Stock"
2022-10-23,P0116,S005,103,94.00,"Sufficient Stock"
2022-10-24,P0116,S005,150,97.43,"Sufficient Stock"
2022-10-25,P0116,S005,141,98.57,"Sufficient Stock"
2022-10-26,P0116,S005,156,99.29,"Sufficient Stock"
2022-10-27,P0116,S005,193,112.43,"Sufficient Stock"
2022-10-28,P0116,S005,102,100.29,"Sufficient Stock"
2022-10-29,P0116,S005,80,88.71,"Reorder Now"
2022-10-30,P0116,S005,120,97.57,"Sufficient Stock"
2022-10-31,P0116,S005,58,83.29,"Reorder Now"
2022-11-01,P0116,S005,114,87.00,"Sufficient Stock"
2022-11-02,P0116,S005,144,83.00,"Sufficient Stock"
2022-11-03,P0116,S005,223,77.57,"Sufficient Stock"
2022-11-04,P0116,S005,184,84.14,"Sufficient Stock"
2022-11-05,P0116,S005,153,89.43,"Sufficient Stock"
2022-11-06,P0116,S005,181,84.29,"Sufficient Stock"
2022-11-07,P0116,S005,159,93.71,"Sufficient Stock"
2022-11-08,P0116,S005,89,92.14,"Reorder Now"
2022-11-09,P0116,S005,89,91.29,"Reorder Now"
2022-11-10,P0116,S005,121,85.86,"Sufficient Stock"
2022-11-11,P0116,S005,78,83.86,"Reorder Now"
2022-11-12,P0116,S005,224,85.86,"Sufficient Stock"
2022-11-13,P0116,S005,79,77.43,"Sufficient Stock"
2022-11-14,P0116,S005,118,81.00,"Sufficient Stock"
2022-11-15,P0116,S005,142,83.00,"Sufficient Stock"
2022-11-16,P0116,S005,164,86.71,"Sufficient Stock"
2022-11-17,P0116,S005,118,79.43,"Sufficient Stock"
2022-11-18,P0116,S005,212,84.43,"Sufficient Stock"
2022-11-19,P0116,S005,87,75.14,"Sufficient Stock"
2022-11-20,P0116,S005,63,81.29,"Reorder Now"
2022-11-21,P0116,S005,136,77.71,"Sufficient Stock"
2022-11-22,P0116,S005,95,78.43,"Sufficient Stock"
2022-11-23,P0116,S005,255,83.14,"Sufficient Stock"
2022-11-24,P0116,S005,187,96.29,"Sufficient Stock"
2022-11-25,P0116,S005,170,91.57,"Sufficient Stock"
2022-11-26,P0116,S005,123,100.43,"Sufficient Stock"
2022-11-27,P0116,S005,171,106.29,"Sufficient Stock"
2022-11-28,P0116,S005,222,114.29,"Sufficient Stock"
2022-11-29,P0116,S005,160,114.00,"Sufficient Stock"
2022-11-30,P0116,S005,148,101.29,"Sufficient Stock"
2022-12-01,P0116,S005,238,104.43,"Sufficient Stock"
2022-12-02,P0116,S005,186,107.57,"Sufficient Stock"
2022-12-03,P0116,S005,133,104.71,"Sufficient Stock"
2022-12-04,P0116,S005,159,101.00,"Sufficient Stock"
2022-12-05,P0116,S005,217,106.71,"Sufficient Stock"
2022-12-06,P0116,S005,195,115.43,"Sufficient Stock"
2022-12-07,P0116,S005,184,126.00,"Sufficient Stock"
2022-12-08,P0116,S005,174,119.29,"Sufficient Stock"
2022-12-09,P0116,S005,80,110.14,"Reorder Now"
2022-12-10,P0116,S005,78,104.43,"Reorder Now"
2022-12-11,P0116,S005,120,109.14,"Sufficient Stock"
2022-12-12,P0116,S005,113,95.57,"Sufficient Stock"
2022-12-13,P0116,S005,120,85.43,"Sufficient Stock"
2022-12-14,P0116,S005,199,84.43,"Sufficient Stock"
2022-12-15,P0116,S005,126,87.14,"Sufficient Stock"
2022-12-16,P0116,S005,139,93.86,"Sufficient Stock"
2022-12-17,P0116,S005,146,102.00,"Sufficient Stock"
2022-12-18,P0116,S005,137,99.43,"Sufficient Stock"
2022-12-19,P0116,S005,170,98.29,"Sufficient Stock"
2022-12-20,P0116,S005,110,97.71,"Sufficient Stock"
2022-12-21,P0116,S005,138,93.14,"Sufficient Stock"
2022-12-22,P0116,S005,189,93.86,"Sufficient Stock"
2022-12-23,P0116,S005,124,94.71,"Sufficient Stock"
2022-12-24,P0116,S005,131,85.71,"Sufficient Stock"
2022-12-25,P0116,S005,118,77.71,"Sufficient Stock"
2022-12-26,P0116,S005,162,77.00,"Sufficient Stock"
2022-12-27,P0116,S005,151,76.86,"Sufficient Stock"
2022-12-28,P0116,S005,127,70.86,"Sufficient Stock"
2022-12-29,P0116,S005,164,71.29,"Sufficient Stock"
2022-12-30,P0116,S005,113,71.14,"Sufficient Stock"
2022-12-31,P0116,S005,111,72.86,"Sufficient Stock"
2023-01-01,P0116,S005,87,76.29,"Sufficient Stock"
2023-01-02,P0116,S005,74,74.00,"Reorder Now"
2023-01-03,P0116,S005,123,71.86,"Sufficient Stock"
2023-01-04,P0116,S005,215,81.71,"Sufficient Stock"
2023-01-05,P0116,S005,176,76.29,"Sufficient Stock"
2023-01-06,P0116,S005,101,70.43,"Sufficient Stock"
2023-01-07,P0116,S005,185,76.71,"Sufficient Stock"
2023-01-08,P0116,S005,126,75.29,"Sufficient Stock"
2023-01-09,P0116,S005,106,80.86,"Sufficient Stock"
2023-01-10,P0116,S005,97,83.86,"Sufficient Stock"
2023-01-11,P0116,S005,225,91.86,"Sufficient Stock"
2023-01-12,P0116,S005,205,101.14,"Sufficient Stock"
2023-01-13,P0116,S005,130,111.71,"Sufficient Stock"
2023-01-14,P0116,S005,170,117.00,"Sufficient Stock"
2023-01-15,P0116,S005,118,118.71,"Reorder Now"
2023-01-16,P0116,S005,190,117.43,"Sufficient Stock"
2023-01-17,P0116,S005,93,110.57,"Reorder Now"
2023-01-18,P0116,S005,139,99.86,"Sufficient Stock"
2023-01-19,P0116,S005,182,95.14,"Sufficient Stock"
2023-01-20,P0116,S005,101,84.14,"Sufficient Stock"
2023-01-21,P0116,S005,81,70.14,"Sufficient Stock"
2023-01-22,P0116,S005,48,67.00,"Reorder Now"
2023-01-23,P0116,S005,153,67.43,"Sufficient Stock"
2023-01-24,P0116,S005,106,73.57,"Sufficient Stock"
2023-01-25,P0116,S005,176,72.00,"Sufficient Stock"
2023-01-26,P0116,S005,168,73.14,"Sufficient Stock"
2023-01-27,P0116,S005,133,80.86,"Sufficient Stock"
2023-01-28,P0116,S005,195,94.71,"Sufficient Stock"
2023-01-29,P0116,S005,134,99.71,"Sufficient Stock"
2023-01-30,P0116,S005,158,101.57,"Sufficient Stock"
2023-01-31,P0116,S005,160,103.29,"Sufficient Stock"
2023-02-01,P0116,S005,89,98.00,"Reorder Now"
2023-02-02,P0116,S005,74,84.43,"Reorder Now"
2023-02-03,P0116,S005,75,78.29,"Reorder Now"
2023-02-04,P0116,S005,168,73.71,"Sufficient Stock"
2023-02-05,P0116,S005,147,70.00,"Sufficient Stock"
2023-02-06,P0116,S005,159,65.86,"Sufficient Stock"
2023-02-07,P0116,S005,172,70.43,"Sufficient Stock"
2023-02-08,P0116,S005,314,99.57,"Sufficient Stock"
2023-02-09,P0116,S005,150,104.00,"Sufficient Stock"
2023-02-10,P0116,S005,180,110.86,"Sufficient Stock"
2023-02-11,P0116,S005,130,111.57,"Sufficient Stock"
2023-02-12,P0116,S005,200,124.14,"Sufficient Stock"
2023-02-13,P0116,S005,149,125.00,"Sufficient Stock"
2023-02-14,P0116,S005,132,120.71,"Sufficient Stock"
2023-02-15,P0116,S005,145,99.14,"Sufficient Stock"
2023-02-16,P0116,S005,125,104.71,"Sufficient Stock"
2023-02-17,P0116,S005,197,106.43,"Sufficient Stock"
2023-02-18,P0116,S005,157,99.86,"Sufficient Stock"
2023-02-19,P0116,S005,159,87.57,"Sufficient Stock"
2023-02-20,P0116,S005,157,89.14,"Sufficient Stock"
2023-02-21,P0116,S005,189,92.71,"Sufficient Stock"
2023-02-22,P0116,S005,128,90.71,"Sufficient Stock"
2023-02-23,P0116,S005,110,89.71,"Sufficient Stock"
2023-02-24,P0116,S005,139,90.14,"Sufficient Stock"
2023-02-25,P0116,S005,157,89.71,"Sufficient Stock"
2023-02-26,P0116,S005,127,91.29,"Sufficient Stock"
2023-02-27,P0116,S005,176,92.00,"Sufficient Stock"
2023-02-28,P0116,S005,103,86.71,"Sufficient Stock"
2023-03-01,P0116,S005,128,95.00,"Sufficient Stock"
2023-03-02,P0116,S005,133,90.29,"Sufficient Stock"
2023-03-03,P0116,S005,155,84.71,"Sufficient Stock"
2023-03-04,P0116,S005,165,93.57,"Sufficient Stock"
2023-03-05,P0116,S005,171,104.57,"Sufficient Stock"
2023-03-06,P0116,S005,66,94.00,"Reorder Now"
2023-03-07,P0116,S005,147,100.71,"Sufficient Stock"
2023-03-08,P0116,S005,173,94.86,"Sufficient Stock"
2023-03-09,P0116,S005,144,95.43,"Sufficient Stock"
2023-03-10,P0116,S005,58,85.86,"Reorder Now"
2023-03-11,P0116,S005,115,77.43,"Sufficient Stock"
2023-03-12,P0116,S005,120,70.14,"Sufficient Stock"
2023-03-13,P0116,S005,129,86.00,"Sufficient Stock"
2023-03-14,P0116,S005,204,84.57,"Sufficient Stock"
2023-03-15,P0116,S005,152,81.57,"Sufficient Stock"
2023-03-16,P0116,S005,83,82.57,"Sufficient Stock"
2023-03-17,P0116,S005,126,90.14,"Sufficient Stock"
2023-03-18,P0116,S005,131,87.86,"Sufficient Stock"
2023-03-19,P0116,S005,120,87.43,"Sufficient Stock"
2023-03-20,P0116,S005,206,81.71,"Sufficient Stock"
2023-03-21,P0116,S005,141,80.57,"Sufficient Stock"
2023-03-22,P0116,S005,182,83.14,"Sufficient Stock"
2023-03-23,P0116,S005,130,83.86,"Sufficient Stock"
2023-03-24,P0116,S005,148,87.29,"Sufficient Stock"
2023-03-25,P0116,S005,132,96.86,"Sufficient Stock"
2023-03-26,P0116,S005,146,100.00,"Sufficient Stock"
2023-03-27,P0116,S005,233,103.14,"Sufficient Stock"
2023-03-28,P0116,S005,79,100.57,"Reorder Now"
2023-03-29,P0116,S005,184,105.29,"Sufficient Stock"
2023-03-30,P0116,S005,156,109.29,"Sufficient Stock"
2023-03-31,P0116,S005,114,108.86,"Sufficient Stock"
2023-04-01,P0116,S005,175,102.14,"Sufficient Stock"
2023-04-02,P0116,S005,148,103.71,"Sufficient Stock"
2023-04-03,P0116,S005,287,118.00,"Sufficient Stock"
2023-04-04,P0116,S005,168,127.86,"Sufficient Stock"
2023-04-05,P0116,S005,99,119.14,"Reorder Now"
2023-04-06,P0116,S005,133,118.00,"Sufficient Stock"
2023-04-07,P0116,S005,140,114.43,"Sufficient Stock"
2023-04-08,P0116,S005,116,111.00,"Sufficient Stock"
2023-04-09,P0116,S005,116,100.29,"Sufficient Stock"
2023-04-10,P0116,S005,203,88.00,"Sufficient Stock"
2023-04-11,P0116,S005,151,80.14,"Sufficient Stock"
2023-04-12,P0116,S005,200,88.71,"Sufficient Stock"
2023-04-13,P0116,S005,180,89.00,"Sufficient Stock"
2023-04-14,P0116,S005,179,95.14,"Sufficient Stock"
2023-04-15,P0116,S005,207,106.43,"Sufficient Stock"
2023-04-16,P0116,S005,98,112.29,"Reorder Now"
2023-04-17,P0116,S005,186,107.43,"Sufficient Stock"
2023-04-18,P0116,S005,98,105.00,"Reorder Now"
2023-04-19,P0116,S005,118,98.14,"Sufficient Stock"
2023-04-20,P0116,S005,108,87.00,"Sufficient Stock"
2023-04-21,P0116,S005,168,93.29,"Sufficient Stock"
2023-04-22,P0116,S005,85,84.00,"Sufficient Stock"
2023-04-23,P0116,S005,106,84.86,"Sufficient Stock"
2023-04-24,P0116,S005,137,78.00,"Sufficient Stock"
2023-04-25,P0116,S005,111,75.71,"Sufficient Stock"
2023-04-26,P0116,S005,162,80.29,"Sufficient Stock"
2023-04-27,P0116,S005,167,89.29,"Sufficient Stock"
2023-04-28,P0116,S005,110,79.14,"Sufficient Stock"
2023-04-29,P0116,S005,104,85.29,"Sufficient Stock"
2023-04-30,P0116,S005,190,88.57,"Sufficient Stock"
2023-05-01,P0116,S005,145,101.00,"Sufficient Stock"
2023-05-02,P0116,S005,217,114.00,"Sufficient Stock"
2023-05-03,P0116,S005,118,111.29,"Sufficient Stock"
2023-05-04,P0116,S005,159,119.29,"Sufficient Stock"
2023-05-05,P0116,S005,118,115.71,"Sufficient Stock"
2023-05-06,P0116,S005,152,111.57,"Sufficient Stock"
2023-05-07,P0116,S005,166,102.86,"Sufficient Stock"
2023-05-08,P0116,S005,117,92.86,"Sufficient Stock"
2023-05-09,P0116,S005,123,87.86,"Sufficient Stock"
2023-05-10,P0116,S005,103,81.86,"Sufficient Stock"
2023-05-11,P0116,S005,99,71.43,"Sufficient Stock"
2023-05-12,P0116,S005,118,77.14,"Sufficient Stock"
2023-05-13,P0116,S005,108,75.71,"Sufficient Stock"
2023-05-14,P0116,S005,126,85.14,"Sufficient Stock"
2023-05-15,P0116,S005,179,93.29,"Sufficient Stock"
2023-05-16,P0116,S005,171,92.00,"Sufficient Stock"
2023-05-17,P0116,S005,141,95.71,"Sufficient Stock"
2023-05-18,P0116,S005,145,101.86,"Sufficient Stock"
2023-05-19,P0116,S005,91,102.14,"Reorder Now"
2023-05-20,P0116,S005,153,112.71,"Sufficient Stock"
2023-05-21,P0116,S005,80,102.86,"Reorder Now"
2023-05-22,P0116,S005,151,102.86,"Sufficient Stock"
2023-05-23,P0116,S005,103,101.00,"Sufficient Stock"
2023-05-24,P0116,S005,95,99.14,"Reorder Now"
2023-05-25,P0116,S005,79,91.29,"Reorder Now"
2023-05-26,P0116,S005,176,90.14,"Sufficient Stock"
2023-05-27,P0116,S005,144,92.00,"Sufficient Stock"
2023-05-28,P0116,S005,111,96.86,"Sufficient Stock"
2023-05-29,P0116,S005,138,92.43,"Sufficient Stock"
2023-05-30,P0116,S005,150,96.43,"Sufficient Stock"
2023-05-31,P0116,S005,102,95.86,"Sufficient Stock"
2023-06-01,P0116,S005,164,102.71,"Sufficient Stock"
2023-06-02,P0116,S005,114,101.14,"Sufficient Stock"
2023-06-03,P0116,S005,74,91.14,"Reorder Now"
2023-06-04,P0116,S005,224,96.29,"Sufficient Stock"
2023-06-05,P0116,S005,135,91.43,"Sufficient Stock"
2023-06-06,P0116,S005,168,92.14,"Sufficient Stock"
2023-06-07,P0116,S005,143,99.71,"Sufficient Stock"
2023-06-08,P0116,S005,154,101.71,"Sufficient Stock"
2023-06-09,P0116,S005,156,110.57,"Sufficient Stock"
2023-06-10,P0116,S005,122,105.86,"Sufficient Stock"
2023-06-11,P0116,S005,212,105.86,"Sufficient Stock"
2023-06-12,P0116,S005,126,112.29,"Sufficient Stock"
2023-06-13,P0116,S005,211,119.57,"Sufficient Stock"
2023-06-14,P0116,S005,228,125.57,"Sufficient Stock"
2023-06-15,P0116,S005,183,122.71,"Sufficient Stock"
2023-06-16,P0116,S005,102,113.43,"Reorder Now"
2023-06-17,P0116,S005,131,126.14,"Sufficient Stock"
2023-06-18,P0116,S005,140,116.29,"Sufficient Stock"
2023-06-19,P0116,S005,70,109.86,"Reorder Now"
2023-06-20,P0116,S005,68,88.71,"Reorder Now"
2023-06-21,P0116,S005,119,75.71,"Sufficient Stock"
2023-06-22,P0116,S005,169,77.00,"Sufficient Stock"
2023-06-23,P0116,S005,142,77.00,"Sufficient Stock"
2023-06-24,P0116,S005,101,68.43,"Sufficient Stock"
2023-06-25,P0116,S005,142,71.29,"Sufficient Stock"
2023-06-26,P0116,S005,195,77.00,"Sufficient Stock"
2023-06-27,P0116,S005,103,85.14,"Sufficient Stock"
2023-06-28,P0116,S005,31,78.86,"Reorder Now"
2023-06-29,P0116,S005,119,75.43,"Sufficient Stock"
2023-06-30,P0116,S005,184,74.86,"Sufficient Stock"
2023-07-01,P0116,S005,131,76.00,"Sufficient Stock"
2023-07-02,P0116,S005,142,78.14,"Sufficient Stock"
2023-07-03,P0116,S005,85,74.00,"Sufficient Stock"
2023-07-04,P0116,S005,102,70.14,"Sufficient Stock"
2023-07-05,P0116,S005,176,78.14,"Sufficient Stock"
2023-07-06,P0116,S005,168,77.29,"Sufficient Stock"
2023-07-07,P0116,S005,113,82.14,"Sufficient Stock"
2023-07-08,P0116,S005,158,84.43,"Sufficient Stock"
2023-07-09,P0116,S005,127,85.29,"Sufficient Stock"
2023-07-10,P0116,S005,214,98.00,"Sufficient Stock"
2023-07-11,P0116,S005,136,104.43,"Sufficient Stock"
2023-07-12,P0116,S005,120,106.71,"Sufficient Stock"
2023-07-13,P0116,S005,80,102.43,"Reorder Now"
2023-07-14,P0116,S005,81,94.14,"Reorder Now"
2023-07-15,P0116,S005,142,89.14,"Sufficient Stock"
2023-07-16,P0116,S005,134,87.43,"Sufficient Stock"
2023-07-17,P0116,S005,191,82.14,"Sufficient Stock"
2023-07-18,P0116,S005,116,78.71,"Sufficient Stock"
2023-07-19,P0116,S005,98,75.86,"Sufficient Stock"
2023-07-20,P0116,S005,113,83.00,"Sufficient Stock"
2023-07-21,P0116,S005,132,87.29,"Sufficient Stock"
2023-07-22,P0116,S005,141,89.71,"Sufficient Stock"
2023-07-23,P0116,S005,189,99.86,"Sufficient Stock"
2023-07-24,P0116,S005,168,97.43,"Sufficient Stock"
2023-07-25,P0116,S005,129,97.29,"Sufficient Stock"
2023-07-26,P0116,S005,197,110.00,"Sufficient Stock"
2023-07-27,P0116,S005,180,111.43,"Sufficient Stock"
2023-07-28,P0116,S005,77,108.71,"Reorder Now"
2023-07-29,P0116,S005,148,106.43,"Sufficient Stock"
2023-07-30,P0116,S005,161,95.71,"Sufficient Stock"
2023-07-31,P0116,S005,143,93.29,"Sufficient Stock"
2023-08-01,P0116,S005,110,93.14,"Sufficient Stock"
2023-08-02,P0116,S005,90,78.43,"Sufficient Stock"
2023-08-03,P0116,S005,127,81.57,"Sufficient Stock"
2023-08-04,P0116,S005,80,81.57,"Reorder Now"
2023-08-05,P0116,S005,75,81.57,"Reorder Now"
2023-08-06,P0116,S005,170,78.86,"Sufficient Stock"
2023-08-07,P0116,S005,115,76.43,"Sufficient Stock"
2023-08-08,P0116,S005,114,81.29,"Sufficient Stock"
2023-08-09,P0116,S005,164,93.57,"Sufficient Stock"
2023-08-10,P0116,S005,311,105.43,"Sufficient Stock"
2023-08-11,P0116,S005,230,115.57,"Sufficient Stock"
2023-08-12,P0116,S005,200,119.14,"Sufficient Stock"
2023-08-13,P0116,S005,181,126.14,"Sufficient Stock"
2023-08-14,P0116,S005,139,125.29,"Sufficient Stock"
2023-08-15,P0116,S005,84,117.57,"Reorder Now"
2023-08-16,P0116,S005,181,108.29,"Sufficient Stock"
2023-08-17,P0116,S005,124,89.43,"Sufficient Stock"
2023-08-18,P0116,S005,92,83.43,"Sufficient Stock"
2023-08-19,P0116,S005,179,84.14,"Sufficient Stock"
2023-08-20,P0116,S005,147,81.43,"Sufficient Stock"
2023-08-21,P0116,S005,132,86.29,"Sufficient Stock"
2023-08-22,P0116,S005,78,83.86,"Reorder Now"
2023-08-23,P0116,S005,156,85.00,"Sufficient Stock"
2023-08-24,P0116,S005,100,86.29,"Sufficient Stock"
2023-08-25,P0116,S005,147,86.57,"Sufficient Stock"
2023-08-26,P0116,S005,96,86.57,"Sufficient Stock"
2023-08-27,P0116,S005,182,84.43,"Sufficient Stock"
2023-08-28,P0116,S005,189,87.86,"Sufficient Stock"
2023-08-29,P0116,S005,76,89.29,"Reorder Now"
2023-08-30,P0116,S005,151,89.86,"Sufficient Stock"
2023-08-31,P0116,S005,175,88.43,"Sufficient Stock"
2023-09-01,P0116,S005,199,99.29,"Sufficient Stock"
2023-09-02,P0116,S005,31,87.86,"Reorder Now"
2023-09-03,P0116,S005,89,85.57,"Sufficient Stock"
2023-09-04,P0116,S005,252,88.71,"Sufficient Stock"
2023-09-05,P0116,S005,204,97.71,"Sufficient Stock"
2023-09-06,P0116,S005,127,103.71,"Sufficient Stock"
2023-09-07,P0116,S005,73,101.86,"Reorder Now"
2023-09-08,P0116,S005,220,94.00,"Sufficient Stock"
2023-09-09,P0116,S005,120,102.71,"Sufficient Stock"
2023-09-10,P0116,S005,61,101.86,"Reorder Now"
2023-09-11,P0116,S005,140,93.43,"Sufficient Stock"
2023-09-12,P0116,S005,163,88.29,"Sufficient Stock"
2023-09-13,P0116,S005,166,81.71,"Sufficient Stock"
2023-09-14,P0116,S005,123,85.00,"Sufficient Stock"
2023-09-15,P0116,S005,198,86.29,"Sufficient Stock"
