YearWeek,Store_ID,Product_ID,total_units_sold,inventory_level_end_of_week,movement_category,movement_gap
2023-25,S005,P0126,657,117,Fast-Moving,540
2023-25,S005,P0133,665,127,Fast-Moving,538
2023-25,S005,P0057,745,210,Fast-Moving,535
2023-25,S005,P0096,694,161,Fast-Moving,533
2023-25,S005,P0061,705,193,Fast-Moving,512
2023-25,S005,P0031,664,153,Fast-Moving,511
2023-25,S005,P0069,579,80,Fast-Moving,499
2023-25,S005,P0016,582,92,Fast-Moving,490
2023-25,S005,P0068,582,112,Fast-Moving,470
2023-25,S005,P0085,638,182,Fast-Moving,456
2023-25,S005,P0017,706,253,Fast-Moving,453
2023-25,S005,P0046,590,145,Fast-Moving,445
2023-25,S005,P0183,572,130,Fast-Moving,442
2023-25,S005,P0067,590,153,Fast-Moving,437
2023-25,S005,P0129,530,93,Fast-Moving,437
2023-25,S005,P0149,595,174,Fast-Moving,421
2023-25,S005,P0116,499,142,Fast-Moving,357
2023-25,S005,P0159,434,80,Fast-Moving,354
2023-25,S005,P0178,471,125,Fast-Moving,346
2023-25,S005,P0070,504,161,Fast-Moving,343
2023-26,S001,P0166,895,126,Fast-Moving,769
2023-26,S001,P0171,816,120,Fast-Moving,696
2023-26,S001,P0085,731,90,Fast-Moving,641
2023-26,S001,P0094,760,146,Fast-Moving,614
2023-26,S001,P0061,816,212,Fast-Moving,604
2023-26,S001,P0126,724,129,Fast-Moving,595
2023-26,S001,P0031,676,90,Fast-Moving,586
2023-26,S001,P0129,650,72,Fast-Moving,578
2023-26,S001,P0187,732,159,Fast-Moving,573
2023-26,S001,P0125,679,116,Fast-Moving,563
2023-26,S001,P0069,679,127,Fast-Moving,552
2023-26,S001,P0183,682,143,Fast-Moving,539
2023-26,S001,P0178,597,69,Fast-Moving,528
2023-26,S001,P0066,595,68,Fast-Moving,527
2023-26,S001,P0175,660,140,Fast-Moving,520
2023-26,S001,P0153,678,166,Fast-Moving,512
2023-26,S001,P0079,556,52,Fast-Moving,504
2023-26,S001,P0159,631,143,Fast-Moving,488
2023-26,S001,P0083,712,230,Fast-Moving,482
2023-26,S001,P0133,746,279,Fast-Moving,467
2023-26,S001,P0016,592,126,Fast-Moving,466
2023-26,S001,P0116,596,137,Fast-Moving,459
2023-26,S001,P0046,631,187,Fast-Moving,444
2023-26,S001,P0017,536,105,Fast-Moving,431
2023-26,S001,P0096,645,215,Fast-Moving,430
2023-26,S001,P0070,615,204,Fast-Moving,411
2023-26,S001,P0068,486,126,Fast-Moving,360
2023-26,S001,P0149,497,141,Fast-Moving,356
2023-26,S001,P0057,530,183,Fast-Moving,347
2023-26,S001,P0067,510,167,Fast-Moving,343
2023-26,S002,P0094,953,238,Fast-Moving,715
2023-26,S002,P0057,772,79,Fast-Moving,693
2023-26,S002,P0187,786,94,Fast-Moving,692
2023-26,S002,P0017,805,118,Fast-Moving,687
2023-26,S002,P0061,771,89,Fast-Moving,682
2023-26,S002,P0079,760,111,Fast-Moving,649
2023-26,S002,P0066,781,147,Fast-Moving,634
2023-26,S002,P0046,753,143,Fast-Moving,610
2023-26,S002,P0016,747,144,Fast-Moving,603
2023-26,S002,P0069,707,124,Fast-Moving,583
2023-26,S002,P0067,737,169,Fast-Moving,568
2023-26,S002,P0096,706,171,Fast-Moving,535
2023-26,S002,P0083,724,193,Fast-Moving,531
2023-26,S002,P0133,642,116,Fast-Moving,526
2023-26,S002,P0129,567,70,Fast-Moving,497
2023-26,S002,P0085,578,94,Fast-Moving,484
2023-26,S002,P0031,612,130,Fast-Moving,482
2023-26,S002,P0166,681,205,Fast-Moving,476
2023-26,S002,P0068,655,181,Fast-Moving,474
2023-26,S002,P0070,574,107,Fast-Moving,467
2023-26,S002,P0116,644,218,Fast-Moving,426
2023-26,S002,P0153,613,196,Fast-Moving,417
2023-26,S002,P0159,479,66,Fast-Moving,413
2023-26,S002,P0178,573,164,Fast-Moving,409
2023-26,S002,P0149,495,89,Fast-Moving,406
2023-26,S002,P0171,562,180,Fast-Moving,382
2023-26,S002,P0175,561,184,Fast-Moving,377
2023-26,S002,P0125,559,195,Fast-Moving,364
2023-26,S002,P0183,493,155,Fast-Moving,338
2023-26,S002,P0126,470,154,Fast-Moving,316
2023-26,S003,P0094,925,227,Fast-Moving,698
2023-26,S003,P0187,777,92,Fast-Moving,685
2023-26,S003,P0166,959,302,Fast-Moving,657
2023-26,S003,P0085,777,156,Fast-Moving,621
2023-26,S003,P0083,726,115,Fast-Moving,611
2023-26,S003,P0126,702,107,Fast-Moving,595
2023-26,S003,P0016,683,113,Fast-Moving,570
2023-26,S003,P0133,715,148,Fast-Moving,567
2023-26,S003,P0031,661,98,Fast-Moving,563
2023-26,S003,P0067,646,126,Fast-Moving,520
2023-26,S003,P0046,728,213,Fast-Moving,515
2023-26,S003,P0116,659,150,Fast-Moving,509
2023-26,S003,P0066,642,144,Fast-Moving,498
2023-26,S003,P0129,628,136,Fast-Moving,492
2023-26,S003,P0069,571,89,Fast-Moving,482
2023-26,S003,P0061,591,111,Fast-Moving,480
2023-26,S003,P0070,632,154,Fast-Moving,478
2023-26,S003,P0175,698,220,Fast-Moving,478
2023-26,S003,P0153,601,124,Fast-Moving,477
2023-26,S003,P0171,577,128,Fast-Moving,449
2023-26,S003,P0183,548,103,Fast-Moving,445
2023-26,S003,P0125,651,216,Fast-Moving,435
2023-26,S003,P0017,626,208,Fast-Moving,418
2023-26,S003,P0178,575,158,Fast-Moving,417
2023-26,S003,P0057,542,128,Fast-Moving,414
2023-26,S003,P0096,537,128,Fast-Moving,409
2023-26,S003,P0079,668,271,Fast-Moving,397
2023-26,S003,P0149,558,164,Fast-Moving,394
2023-26,S003,P0068,487,107,Fast-Moving,380
2023-26,S003,P0159,393,51,Fast-Moving,342
2023-26,S004,P0166,850,171,Fast-Moving,679
2023-26,S004,P0149,819,152,Fast-Moving,667
2023-26,S004,P0017,805,184,Fast-Moving,621
2023-26,S004,P0079,792,172,Fast-Moving,620
2023-26,S004,P0116,749,134,Fast-Moving,615
2023-26,S004,P0031,735,126,Fast-Moving,609
2023-26,S004,P0057,744,144,Fast-Moving,600
2023-26,S004,P0068,749,180,Fast-Moving,569
2023-26,S004,P0066,671,127,Fast-Moving,544
2023-26,S004,P0067,627,85,Fast-Moving,542
2023-26,S004,P0125,697,161,Fast-Moving,536
2023-26,S004,P0046,698,167,Fast-Moving,531
2023-26,S004,P0171,678,164,Fast-Moving,514
2023-26,S004,P0016,663,154,Fast-Moving,509
2023-26,S004,P0094,670,163,Fast-Moving,507
2023-26,S004,P0096,665,167,Fast-Moving,498
2023-26,S004,P0159,652,155,Fast-Moving,497
2023-26,S004,P0061,625,138,Fast-Moving,487
2023-26,S004,P0129,563,103,Fast-Moving,460
2023-26,S004,P0085,640,187,Fast-Moving,453
2023-26,S004,P0083,615,164,Fast-Moving,451
2023-26,S004,P0153,570,130,Fast-Moving,440
2023-26,S004,P0187,575,135,Fast-Moving,440
2023-26,S004,P0126,552,128,Fast-Moving,424
2023-26,S004,P0175,618,196,Fast-Moving,422
2023-26,S004,P0070,560,153,Fast-Moving,407
2023-26,S004,P0178,519,131,Fast-Moving,388
2023-26,S004,P0069,583,201,Fast-Moving,382
2023-26,S004,P0183,533,160,Fast-Moving,373
2023-26,S004,P0133,427,115,Fast-Moving,312
2023-26,S005,P0079,810,86,Fast-Moving,724
2023-26,S005,P0094,825,112,Fast-Moving,713
2023-26,S005,P0171,780,99,Fast-Moving,681
2023-26,S005,P0166,889,238,Fast-Moving,651
2023-26,S005,P0046,788,147,Fast-Moving,641
2023-26,S005,P0016,723,88,Fast-Moving,635
2023-26,S005,P0031,757,166,Fast-Moving,591
2023-26,S005,P0129,688,116,Fast-Moving,572
2023-26,S005,P0061,688,121,Fast-Moving,567
2023-26,S005,P0057,711,152,Fast-Moving,559
2023-26,S005,P0066,625,74,Fast-Moving,551
2023-26,S005,P0017,692,146,Fast-Moving,546
2023-26,S005,P0067,730,191,Fast-Moving,539
2023-26,S005,P0126,718,181,Fast-Moving,537
2023-26,S005,P0153,607,75,Fast-Moving,532
2023-26,S005,P0178,573,47,Fast-Moving,526
2023-26,S005,P0096,642,128,Fast-Moving,514
2023-26,S005,P0187,615,111,Fast-Moving,504
2023-26,S005,P0125,666,170,Fast-Moving,496
2023-26,S005,P0083,619,132,Fast-Moving,487
2023-26,S005,P0070,652,174,Fast-Moving,478
2023-26,S005,P0159,691,217,Fast-Moving,474
2023-26,S005,P0133,629,159,Fast-Moving,470
2023-26,S005,P0175,616,147,Fast-Moving,469
2023-26,S005,P0149,590,150,Fast-Moving,440
2023-26,S005,P0069,654,218,Fast-Moving,436
2023-26,S005,P0183,545,118,Fast-Moving,427
2023-26,S005,P0068,556,148,Fast-Moving,408
2023-26,S005,P0116,547,142,Fast-Moving,405
2023-26,S005,P0085,533,160,Fast-Moving,373
2023-27,S001,P0178,824,109,Fast-Moving,715
2023-27,S001,P0166,933,245,Fast-Moving,688
2023-27,S001,P0094,865,193,Fast-Moving,672
2023-27,S001,P0149,843,182,Fast-Moving,661
2023-27,S001,P0083,694,64,Fast-Moving,630
2023-27,S001,P0183,728,102,Fast-Moving,626
2023-27,S001,P0066,747,142,Fast-Moving,605
2023-27,S001,P0046,662,67,Fast-Moving,595
2023-27,S001,P0069,739,149,Fast-Moving,590
2023-27,S001,P0031,723,152,Fast-Moving,571
2023-27,S001,P0133,761,190,Fast-Moving,571
2023-27,S001,P0067,672,116,Fast-Moving,556
2023-27,S001,P0061,669,123,Fast-Moving,546
2023-27,S001,P0126,655,119,Fast-Moving,536
2023-27,S001,P0057,692,175,Fast-Moving,517
2023-27,S001,P0085,634,119,Fast-Moving,515
2023-27,S001,P0171,658,166,Fast-Moving,492
2023-27,S001,P0068,559,71,Fast-Moving,488
2023-27,S001,P0079,602,115,Fast-Moving,487
2023-27,S001,P0125,621,153,Fast-Moving,468
2023-27,S001,P0187,538,76,Fast-Moving,462
2023-27,S001,P0129,602,154,Fast-Moving,448
2023-27,S001,P0159,528,93,Fast-Moving,435
2023-27,S001,P0116,516,86,Fast-Moving,430
2023-27,S001,P0017,570,144,Fast-Moving,426
2023-27,S001,P0070,583,162,Fast-Moving,421
2023-27,S001,P0096,539,130,Fast-Moving,409
2023-27,S001,P0153,525,136,Fast-Moving,389
2023-27,S001,P0175,494,162,Fast-Moving,332
2023-27,S001,P0016,434,133,Fast-Moving,301
2023-27,S002,P0066,805,64,Fast-Moving,741
2023-27,S002,P0166,877,172,Fast-Moving,705
2023-27,S002,P0046,775,94,Fast-Moving,681
2023-27,S002,P0067,674,58,Fast-Moving,616
2023-27,S002,P0171,731,129,Fast-Moving,602
2023-27,S002,P0016,700,110,Fast-Moving,590
2023-27,S002,P0017,734,164,Fast-Moving,570
2023-27,S002,P0116,630,76,Fast-Moving,554
2023-27,S002,P0175,649,106,Fast-Moving,543
2023-27,S002,P0153,682,147,Fast-Moving,535
2023-27,S002,P0126,689,154,Fast-Moving,535
2023-27,S002,P0183,709,183,Fast-Moving,526
2023-27,S002,P0178,642,130,Fast-Moving,512
2023-27,S002,P0159,609,102,Fast-Moving,507
2023-27,S002,P0149,648,154,Fast-Moving,494
2023-27,S002,P0070,675,185,Fast-Moving,490
2023-27,S002,P0094,598,121,Fast-Moving,477
2023-27,S002,P0031,640,181,Fast-Moving,459
2023-27,S002,P0079,576,120,Fast-Moving,456
2023-27,S002,P0125,539,86,Fast-Moving,453
2023-27,S002,P0083,615,170,Fast-Moving,445
2023-27,S002,P0069,584,157,Fast-Moving,427
2023-27,S002,P0129,548,122,Fast-Moving,426
2023-27,S002,P0068,570,152,Fast-Moving,418
2023-27,S002,P0061,570,174,Fast-Moving,396
2023-27,S002,P0187,541,148,Fast-Moving,393
2023-27,S002,P0085,575,197,Fast-Moving,378
2023-27,S002,P0096,526,162,Fast-Moving,364
2023-27,S002,P0057,483,158,Fast-Moving,325
2023-27,S002,P0133,446,141,Fast-Moving,305
2023-27,S003,P0069,983,131,Fast-Moving,852
2023-27,S003,P0083,781,69,Fast-Moving,712
2023-27,S003,P0094,807,150,Fast-Moving,657
2023-27,S003,P0096,848,201,Fast-Moving,647
2023-27,S003,P0166,809,192,Fast-Moving,617
2023-27,S003,P0017,802,190,Fast-Moving,612
2023-27,S003,P0057,709,157,Fast-Moving,552
2023-27,S003,P0016,697,154,Fast-Moving,543
2023-27,S003,P0183,673,130,Fast-Moving,543
2023-27,S003,P0070,634,102,Fast-Moving,532
2023-27,S003,P0061,705,188,Fast-Moving,517
2023-27,S003,P0126,677,162,Fast-Moving,515
2023-27,S003,P0153,583,68,Fast-Moving,515
2023-27,S003,P0159,568,60,Fast-Moving,508
2023-27,S003,P0068,649,147,Fast-Moving,502
2023-27,S003,P0149,653,173,Fast-Moving,480
2023-27,S003,P0116,623,148,Fast-Moving,475
2023-27,S003,P0178,611,158,Fast-Moving,453
2023-27,S003,P0129,658,208,Fast-Moving,450
2023-27,S003,P0175,570,120,Fast-Moving,450
2023-27,S003,P0079,609,160,Fast-Moving,449
2023-27,S003,P0133,646,199,Fast-Moving,447
2023-27,S003,P0085,591,148,Fast-Moving,443
2023-27,S003,P0171,539,96,Fast-Moving,443
2023-27,S003,P0067,608,171,Fast-Moving,437
2023-27,S003,P0066,522,105,Fast-Moving,417
2023-27,S003,P0125,498,83,Fast-Moving,415
2023-27,S003,P0187,647,232,Fast-Moving,415
2023-27,S003,P0031,525,117,Fast-Moving,408
2023-27,S003,P0046,571,176,Fast-Moving,395
2023-27,S004,P0166,1063,323,Fast-Moving,740
2023-27,S004,P0187,923,226,Fast-Moving,697
2023-27,S004,P0149,756,100,Fast-Moving,656
2023-27,S004,P0068,793,161,Fast-Moving,632
2023-27,S004,P0126,803,179,Fast-Moving,624
2023-27,S004,P0094,721,111,Fast-Moving,610
2023-27,S004,P0079,671,64,Fast-Moving,607
2023-27,S004,P0178,780,186,Fast-Moving,594
2023-27,S004,P0171,781,193,Fast-Moving,588
2023-27,S004,P0066,790,214,Fast-Moving,576
2023-27,S004,P0067,763,187,Fast-Moving,576
2023-27,S004,P0116,709,142,Fast-Moving,567
2023-27,S004,P0183,753,203,Fast-Moving,550
2023-27,S004,P0069,665,120,Fast-Moving,545
2023-27,S004,P0016,667,125,Fast-Moving,542
2023-27,S004,P0125,644,110,Fast-Moving,534
2023-27,S004,P0133,697,170,Fast-Moving,527
2023-27,S004,P0083,658,144,Fast-Moving,514
2023-27,S004,P0046,688,177,Fast-Moving,511
2023-27,S004,P0061,624,116,Fast-Moving,508
2023-27,S004,P0070,602,95,Fast-Moving,507
2023-27,S004,P0175,566,111,Fast-Moving,455
2023-27,S004,P0057,643,190,Fast-Moving,453
2023-27,S004,P0096,671,243,Fast-Moving,428
2023-27,S004,P0153,579,153,Fast-Moving,426
2023-27,S004,P0129,554,165,Fast-Moving,389
2023-27,S004,P0017,468,107,Fast-Moving,361
2023-27,S004,P0031,567,215,Fast-Moving,352
2023-27,S004,P0159,544,192,Fast-Moving,352
2023-27,S004,P0085,493,152,Fast-Moving,341
2023-27,S005,P0166,924,148,Fast-Moving,776
2023-27,S005,P0094,870,161,Fast-Moving,709
2023-27,S005,P0133,877,184,Fast-Moving,693
2023-27,S005,P0079,779,193,Fast-Moving,586
2023-27,S005,P0125,685,101,Fast-Moving,584
2023-27,S005,P0066,658,78,Fast-Moving,580
2023-27,S005,P0016,686,133,Fast-Moving,553
2023-27,S005,P0178,679,129,Fast-Moving,550
2023-27,S005,P0061,783,247,Fast-Moving,536
2023-27,S005,P0017,702,167,Fast-Moving,535
2023-27,S005,P0031,638,107,Fast-Moving,531
2023-27,S005,P0068,739,212,Fast-Moving,527
2023-27,S005,P0085,566,63,Fast-Moving,503
2023-27,S005,P0183,666,169,Fast-Moving,497
2023-27,S005,P0096,651,158,Fast-Moving,493
2023-27,S005,P0153,640,150,Fast-Moving,490
2023-27,S005,P0057,563,79,Fast-Moving,484
2023-27,S005,P0069,607,123,Fast-Moving,484
2023-27,S005,P0129,621,139,Fast-Moving,482
2023-27,S005,P0116,597,127,Fast-Moving,470
2023-27,S005,P0171,625,155,Fast-Moving,470
2023-27,S005,P0070,631,167,Fast-Moving,464
2023-27,S005,P0149,683,221,Fast-Moving,462
2023-27,S005,P0083,616,175,Fast-Moving,441
2023-27,S005,P0067,673,243,Fast-Moving,430
2023-27,S005,P0046,584,162,Fast-Moving,422
2023-27,S005,P0159,558,136,Fast-Moving,422
2023-27,S005,P0175,544,140,Fast-Moving,404
2023-27,S005,P0126,602,207,Fast-Moving,395
2023-27,S005,P0187,440,145,Fast-Moving,295
2023-28,S001,P0094,1093,236,Fast-Moving,857
2023-28,S001,P0066,802,116,Fast-Moving,686
2023-28,S001,P0166,885,217,Fast-Moving,668
2023-28,S001,P0116,706,84,Fast-Moving,622
2023-28,S001,P0133,701,93,Fast-Moving,608
2023-28,S001,P0070,634,55,Fast-Moving,579
2023-28,S001,P0061,751,178,Fast-Moving,573
2023-28,S001,P0031,725,155,Fast-Moving,570
2023-28,S001,P0096,695,127,Fast-Moving,568
2023-28,S001,P0017,652,94,Fast-Moving,558
2023-28,S001,P0068,636,83,Fast-Moving,553
2023-28,S001,P0178,636,91,Fast-Moving,545
2023-28,S001,P0016,670,135,Fast-Moving,535
2023-28,S001,P0187,728,197,Fast-Moving,531
2023-28,S001,P0129,687,158,Fast-Moving,529
2023-28,S001,P0085,713,185,Fast-Moving,528
2023-28,S001,P0083,700,181,Fast-Moving,519
2023-28,S001,P0069,648,140,Fast-Moving,508
2023-28,S001,P0175,671,163,Fast-Moving,508
2023-28,S001,P0183,691,184,Fast-Moving,507
2023-28,S001,P0126,695,193,Fast-Moving,502
2023-28,S001,P0171,670,183,Fast-Moving,487
2023-28,S001,P0153,689,212,Fast-Moving,477
2023-28,S001,P0067,705,233,Fast-Moving,472
2023-28,S001,P0159,575,113,Fast-Moving,462
2023-28,S001,P0079,580,146,Fast-Moving,434
2023-28,S001,P0149,502,75,Fast-Moving,427
2023-28,S001,P0057,570,189,Fast-Moving,381
2023-28,S001,P0046,552,193,Fast-Moving,359
2023-28,S001,P0125,467,141,Fast-Moving,326
2023-28,S002,P0094,959,188,Fast-Moving,771
2023-28,S002,P0016,906,161,Fast-Moving,745
2023-28,S002,P0166,798,98,Fast-Moving,700
2023-28,S002,P0187,713,70,Fast-Moving,643
2023-28,S002,P0017,757,130,Fast-Moving,627
2023-28,S002,P0046,753,138,Fast-Moving,615
2023-28,S002,P0067,729,116,Fast-Moving,613
2023-28,S002,P0116,678,82,Fast-Moving,596
2023-28,S002,P0126,725,148,Fast-Moving,577
2023-28,S002,P0068,638,63,Fast-Moving,575
2023-28,S002,P0183,729,166,Fast-Moving,563
2023-28,S002,P0066,676,124,Fast-Moving,552
2023-28,S002,P0149,688,136,Fast-Moving,552
2023-28,S002,P0125,693,149,Fast-Moving,544
2023-28,S002,P0096,682,145,Fast-Moving,537
2023-28,S002,P0057,638,132,Fast-Moving,506
2023-28,S002,P0083,724,231,Fast-Moving,493
2023-28,S002,P0153,672,186,Fast-Moving,486
2023-28,S002,P0129,654,172,Fast-Moving,482
2023-28,S002,P0079,623,146,Fast-Moving,477
2023-28,S002,P0085,578,123,Fast-Moving,455
2023-28,S002,P0171,640,190,Fast-Moving,450
2023-28,S002,P0070,633,201,Fast-Moving,432
2023-28,S002,P0031,598,170,Fast-Moving,428
2023-28,S002,P0178,514,102,Fast-Moving,412
2023-28,S002,P0175,628,219,Fast-Moving,409
2023-28,S002,P0159,518,135,Fast-Moving,383
2023-28,S002,P0069,479,128,Fast-Moving,351
2023-28,S002,P0061,477,143,Fast-Moving,334
2023-28,S002,P0133,548,254,Fast-Moving,294
2023-28,S003,P0166,1006,120,Fast-Moving,886
2023-28,S003,P0094,964,136,Fast-Moving,828
2023-28,S003,P0016,815,123,Fast-Moving,692
2023-28,S003,P0069,791,118,Fast-Moving,673
2023-28,S003,P0126,799,157,Fast-Moving,642
2023-28,S003,P0046,715,100,Fast-Moving,615
2023-28,S003,P0096,805,193,Fast-Moving,612
2023-28,S003,P0133,751,142,Fast-Moving,609
2023-28,S003,P0031,673,67,Fast-Moving,606
2023-28,S003,P0187,733,134,Fast-Moving,599
2023-28,S003,P0068,840,245,Fast-Moving,595
2023-28,S003,P0057,697,102,Fast-Moving,595
2023-28,S003,P0067,697,146,Fast-Moving,551
2023-28,S003,P0171,658,109,Fast-Moving,549
2023-28,S003,P0149,694,148,Fast-Moving,546
2023-28,S003,P0183,676,156,Fast-Moving,520
2023-28,S003,P0175,623,108,Fast-Moving,515
2023-28,S003,P0070,536,55,Fast-Moving,481
2023-28,S003,P0125,610,137,Fast-Moving,473
2023-28,S003,P0129,571,98,Fast-Moving,473
2023-28,S003,P0017,604,135,Fast-Moving,469
2023-28,S003,P0116,555,89,Fast-Moving,466
2023-28,S003,P0178,612,160,Fast-Moving,452
2023-28,S003,P0083,587,161,Fast-Moving,426
2023-28,S003,P0159,531,115,Fast-Moving,416
2023-28,S003,P0079,550,152,Fast-Moving,398
2023-28,S003,P0061,500,111,Fast-Moving,389
2023-28,S003,P0153,477,116,Fast-Moving,361
2023-28,S003,P0085,472,119,Fast-Moving,353
2023-28,S003,P0066,460,121,Fast-Moving,339
2023-28,S004,P0166,805,108,Fast-Moving,697
2023-28,S004,P0187,836,139,Fast-Moving,697
2023-28,S004,P0061,808,129,Fast-Moving,679
2023-28,S004,P0094,792,155,Fast-Moving,637
2023-28,S004,P0046,762,127,Fast-Moving,635
2023-28,S004,P0178,772,140,Fast-Moving,632
2023-28,S004,P0057,748,117,Fast-Moving,631
2023-28,S004,P0159,726,98,Fast-Moving,628
2023-28,S004,P0175,726,150,Fast-Moving,576
2023-28,S004,P0085,733,163,Fast-Moving,570
2023-28,S004,P0096,724,158,Fast-Moving,566
2023-28,S004,P0068,735,174,Fast-Moving,561
2023-28,S004,P0017,648,93,Fast-Moving,555
2023-28,S004,P0126,697,155,Fast-Moving,542
2023-28,S004,P0083,619,97,Fast-Moving,522
2023-28,S004,P0079,694,178,Fast-Moving,516
2023-28,S004,P0149,680,166,Fast-Moving,514
2023-28,S004,P0183,654,144,Fast-Moving,510
2023-28,S004,P0069,634,125,Fast-Moving,509
2023-28,S004,P0067,667,166,Fast-Moving,501
2023-28,S004,P0153,663,163,Fast-Moving,500
2023-28,S004,P0125,709,214,Fast-Moving,495
2023-28,S004,P0129,543,71,Fast-Moving,472
2023-28,S004,P0066,610,143,Fast-Moving,467
2023-28,S004,P0070,495,44,Fast-Moving,451
2023-28,S004,P0116,619,185,Fast-Moving,434
2023-28,S004,P0133,583,154,Fast-Moving,429
2023-28,S004,P0031,522,110,Fast-Moving,412
2023-28,S004,P0016,536,169,Fast-Moving,367
2023-28,S004,P0171,461,145,Fast-Moving,316
2023-28,S005,P0094,944,104,Fast-Moving,840
2023-28,S005,P0070,793,132,Fast-Moving,661
2023-28,S005,P0083,799,184,Fast-Moving,615
2023-28,S005,P0085,750,146,Fast-Moving,604
2023-28,S005,P0183,762,158,Fast-Moving,604
2023-28,S005,P0061,737,150,Fast-Moving,587
2023-28,S005,P0129,768,187,Fast-Moving,581
2023-28,S005,P0069,685,109,Fast-Moving,576
2023-28,S005,P0046,685,115,Fast-Moving,570
2023-28,S005,P0066,777,216,Fast-Moving,561
2023-28,S005,P0153,682,131,Fast-Moving,551
2023-28,S005,P0166,669,120,Fast-Moving,549
2023-28,S005,P0149,655,123,Fast-Moving,532
2023-28,S005,P0171,625,99,Fast-Moving,526
2023-28,S005,P0133,609,89,Fast-Moving,520
2023-28,S005,P0079,610,93,Fast-Moving,517
2023-28,S005,P0126,598,96,Fast-Moving,502
2023-28,S005,P0068,647,148,Fast-Moving,499
2023-28,S005,P0017,563,69,Fast-Moving,494
2023-28,S005,P0031,616,133,Fast-Moving,483
2023-28,S005,P0116,612,134,Fast-Moving,478
2023-28,S005,P0016,619,154,Fast-Moving,465
2023-28,S005,P0057,604,145,Fast-Moving,459
2023-28,S005,P0178,593,148,Fast-Moving,445
2023-28,S005,P0096,526,97,Fast-Moving,429
2023-28,S005,P0125,542,134,Fast-Moving,408
2023-28,S005,P0187,478,146,Fast-Moving,332
2023-28,S005,P0159,503,176,Fast-Moving,327
2023-28,S005,P0175,474,151,Fast-Moving,323
2023-28,S005,P0067,483,170,Fast-Moving,313
2023-29,S001,P0094,991,97,Fast-Moving,894
2023-29,S001,P0166,998,183,Fast-Moving,815
2023-29,S001,P0017,782,129,Fast-Moving,653
2023-29,S001,P0068,802,165,Fast-Moving,637
2023-29,S001,P0066,748,117,Fast-Moving,631
2023-29,S001,P0096,804,179,Fast-Moving,625
2023-29,S001,P0129,863,284,Fast-Moving,579
2023-29,S001,P0153,681,112,Fast-Moving,569
2023-29,S001,P0057,717,153,Fast-Moving,564
2023-29,S001,P0175,653,99,Fast-Moving,554
2023-29,S001,P0116,647,99,Fast-Moving,548
2023-29,S001,P0079,681,134,Fast-Moving,547
2023-29,S001,P0016,685,153,Fast-Moving,532
2023-29,S001,P0159,690,160,Fast-Moving,530
2023-29,S001,P0046,558,37,Fast-Moving,521
2023-29,S001,P0125,600,109,Fast-Moving,491
2023-29,S001,P0171,544,78,Fast-Moving,466
2023-29,S001,P0031,613,155,Fast-Moving,458
2023-29,S001,P0126,632,177,Fast-Moving,455
2023-29,S001,P0061,563,112,Fast-Moving,451
2023-29,S001,P0083,606,168,Fast-Moving,438
2023-29,S001,P0149,576,148,Fast-Moving,428
2023-29,S001,P0133,643,218,Fast-Moving,425
2023-29,S001,P0183,563,157,Fast-Moving,406
2023-29,S001,P0178,558,157,Fast-Moving,401
2023-29,S001,P0187,575,190,Fast-Moving,385
2023-29,S001,P0085,415,31,Fast-Moving,384
2023-29,S001,P0067,571,192,Fast-Moving,379
2023-29,S001,P0069,466,122,Fast-Moving,344
2023-29,S001,P0070,442,146,Fast-Moving,296
2023-29,S002,P0166,869,103,Fast-Moving,766
2023-29,S002,P0094,869,159,Fast-Moving,710
2023-29,S002,P0096,850,168,Fast-Moving,682
2023-29,S002,P0187,790,131,Fast-Moving,659
2023-29,S002,P0079,728,71,Fast-Moving,657
2023-29,S002,P0126,713,132,Fast-Moving,581
2023-29,S002,P0070,674,101,Fast-Moving,573
2023-29,S002,P0149,660,104,Fast-Moving,556
2023-29,S002,P0133,673,124,Fast-Moving,549
2023-29,S002,P0016,661,113,Fast-Moving,548
2023-29,S002,P0178,683,143,Fast-Moving,540
2023-29,S002,P0183,712,173,Fast-Moving,539
2023-29,S002,P0116,650,137,Fast-Moving,513
2023-29,S002,P0129,701,188,Fast-Moving,513
2023-29,S002,P0031,565,63,Fast-Moving,502
2023-29,S002,P0067,608,116,Fast-Moving,492
2023-29,S002,P0159,733,254,Fast-Moving,479
2023-29,S002,P0066,623,156,Fast-Moving,467
2023-29,S002,P0153,639,192,Fast-Moving,447
2023-29,S002,P0017,591,149,Fast-Moving,442
2023-29,S002,P0069,624,188,Fast-Moving,436
2023-29,S002,P0125,593,159,Fast-Moving,434
2023-29,S002,P0046,632,201,Fast-Moving,431
2023-29,S002,P0085,571,142,Fast-Moving,429
2023-29,S002,P0083,509,111,Fast-Moving,398
2023-29,S002,P0057,499,112,Fast-Moving,387
2023-29,S002,P0061,540,164,Fast-Moving,376
2023-29,S002,P0175,550,183,Fast-Moving,367
2023-29,S002,P0068,494,160,Fast-Moving,334
2023-29,S002,P0171,432,114,Fast-Moving,318
2023-29,S003,P0183,872,154,Fast-Moving,718
2023-29,S003,P0175,829,145,Fast-Moving,684
2023-29,S003,P0083,769,124,Fast-Moving,645
2023-29,S003,P0017,797,162,Fast-Moving,635
2023-29,S003,P0094,798,171,Fast-Moving,627
2023-29,S003,P0061,694,129,Fast-Moving,565
